Id,SalePrice
1461,114721.83
1462,166830.6
1463,179784.9
1464,191788.42
1465,181742.39
1466,174386.06
1467,168502.89
1468,167508.62
1469,192869.33
1470,126361.234
1471,202773.67
1472,96559.98
1473,96659.92
1474,158510.73
1475,129605.82
1476,389218.06
1477,247849.05
1478,308759.97
1479,307441.47
1480,460982.25
1481,359705.2
1482,197106.56
1483,178655.77
1484,165457.17
1485,176709.56
1486,196037.88
1487,375104.44
1488,233734.55
1489,195888.36
1490,207569.78
1491,188125.12
1492,89919.11
1493,192397.58
1494,289619.7
1495,300271.44
1496,222031.81
1497,176395.45
1498,161004.12
1499,165197.62
1500,153128.08
1501,162241.36
1502,161543.84
1503,299209.6
1504,240675.31
1505,221561.55
1506,172849.73
1507,235043.31
1508,200333.94
1509,169375.11
1510,143524.88
1511,143355.33
1512,169150.45
1513,145880.56
1514,159664.12
1515,184158.28
1516,158577.89
1517,160173.17
1518,136006.72
1519,217354.53
1520,133815.34
1521,133915.61
1522,160916.11
1523,118421.19
1524,125195.01
1525,124067.24
1526,121171.05
1527,104484.44
1528,130530.06
1529,144743.12
1530,184312.94
1531,102425.77
1532,101744.125
1533,148908.7
1534,125793.6
1535,159204.1
1536,116104.586
1537,66705.74
1538,159113.4
1539,175873.0
1540,95937.36
1541,142241.45
1542,134899.95
1543,224417.5
1544,77637.65
1545,103389.99
1546,122784.99
1547,129820.83
1548,130886.125
1549,113724.75
1550,130320.836
1551,120147.65
1552,136580.17
1553,151874.64
1554,112157.305
1555,156697.0
1556,84903.484
1557,103248.31
1558,90942.24
1559,59706.92
1560,133015.0
1561,126076.305
1562,130616.44
1563,121690.984
1564,158796.38
1565,143655.11
1566,218723.53
1567,82112.12
1568,229887.84
1569,138680.61
1570,136743.27
1571,129517.414
1572,145412.67
1573,251333.03
1574,125528.06
1575,218244.17
1576,220702.33
1577,196469.3
1578,142087.73
1579,142236.1
1580,188702.73
1581,152845.7
1582,129739.32
1583,334396.75
1584,235276.73
1585,144159.77
1586,82408.6
1587,101735.055
1588,149904.7
1589,101888.6
1590,137333.34
1591,104753.92
1592,114252.336
1593,130097.34
1594,127195.97
1595,116016.63
1596,251631.61
1597,196892.77
1598,203681.94
1599,190994.2
1600,173515.53
1601,83339.77
1602,108820.23
1603,88758.08
1604,274652.1
1605,238133.8
1606,174959.02
1607,161491.69
1608,219100.16
1609,189449.97
1610,147042.73
1611,151548.81
1612,164660.7
1613,156649.11
1614,127960.2
1615,98839.664
1616,76549.625
1617,95148.14
1618,125752.055
1619,140386.36
1620,144084.47
1621,137035.11
1622,141160.73
1623,277823.7
1624,210451.42
1625,124380.34
1626,161876.55
1627,180538.97
1628,265795.34
1629,170469.38
1630,347963.2
1631,226820.64
1632,262205.06
1633,168404.06
1634,184490.64
1635,178565.75
1636,161890.72
1637,181181.36
1638,207036.86
1639,176654.1
1640,268870.7
1641,169953.6
1642,229467.89
1643,229265.22
1644,227464.53
1645,178688.75
1646,159286.55
1647,157971.0
1648,136769.94
1649,137234.05
1650,113996.92
1651,124914.95
1652,95186.38
1653,99715.5
1654,158711.7
1655,153935.48
1656,150048.05
1657,152470.33
1658,158546.05
1659,137213.77
1660,139828.17
1661,430530.16
1662,423362.62
1663,399200.03
1664,443730.03
1665,318341.38
1666,313878.1
1667,378547.66
1668,344969.9
1669,277881.97
1670,349589.5
1671,254589.95
1672,415419.84
1673,282046.06
1674,239531.84
1675,188155.02
1676,187792.88
1677,212216.83
1678,434917.1
1679,389068.53
1680,356252.03
1681,238004.47
1682,310700.66
1683,185517.95
1684,173939.39
1685,169705.55
1686,172265.05
1687,163568.77
1688,187575.06
1689,183675.02
1690,182605.16
1691,177393.5
1692,251216.39
1693,166974.16
1694,183445.1
1695,161163.53
1696,282955.28
1697,162717.02
1698,379907.12
1699,342218.34
1700,245441.14
1701,281264.06
1702,260283.9
1703,254831.42
1704,290763.88
1705,222416.27
1706,423172.5
1707,220403.42
1708,215911.84
1709,258136.34
1710,220526.98
1711,230900.19
1712,278887.9
1713,260001.27
1714,227745.03
1715,199279.14
1716,177590.61
1717,177215.39
1718,143263.5
1719,201928.28
1720,242572.86
1721,167046.22
1722,134685.97
1723,153838.11
1724,209502.98
1725,243342.8
1726,192033.69
1727,167157.03
1728,183823.89
1729,158869.6
1730,149503.44
1731,120462.44
1732,129202.74
1733,113210.75
1734,107338.55
1735,137147.6
1736,118602.836
1737,338919.2
1738,203740.0
1739,275486.0
1740,220683.86
1741,194894.81
1742,161169.58
1743,168228.78
1744,304257.25
1745,236038.7
1746,187499.8
1747,223648.19
1748,233784.12
1749,154693.5
1750,127808.766
1751,247833.7
1752,122386.73
1753,146578.62
1754,202471.62
1755,168442.56
1756,129073.766
1757,119522.53
1758,145922.73
1759,157452.12
1760,177081.28
1761,139332.22
1762,173812.75
1763,184908.2
1764,122905.734
1765,165404.53
1766,172296.25
1767,224265.47
1768,146523.1
1769,173682.83
1770,137041.98
1771,127202.75
1772,145942.72
1773,131979.95
1774,140331.47
1775,139037.78
1776,126460.234
1777,109660.805
1778,141319.3
1779,112633.8
1780,169204.48
1781,137568.88
1782,95273.31
1783,130908.69
1784,101115.85
1785,128286.92
1786,159351.08
1787,158002.44
1788,67921.64
1789,111089.36
1790,94191.85
1791,177328.8
1792,145313.44
1793,132744.8
1794,143690.81
1795,135876.56
1796,123947.17
1797,104119.78
1798,132347.11
1799,111842.24
1800,133924.22
1801,128341.84
1802,131606.22
1803,157483.44
1804,140129.58
1805,138468.66
1806,118408.016
1807,128731.75
1808,119910.266
1809,116029.984
1810,142217.1
1811,108406.414
1812,100307.9
1813,121330.57
1814,101865.84
1815,62093.33
1816,101907.52
1817,110388.41
1818,153861.23
1819,123849.945
1820,44550.19
1821,118812.836
1822,143812.31
1823,31352.385
1824,134061.66
1825,118515.96
1826,97456.86
1827,106296.25
1828,132652.69
1829,117696.695
1830,142472.6
1831,156603.33
1832,84341.04
1833,131676.8
1834,114470.59
1835,140156.4
1836,121693.22
1837,90636.586
1838,118244.945
1839,88659.02
1840,154417.42
1841,139985.36
1842,79487.42
1843,127532.13
1844,142745.73
1845,142718.34
1846,162904.36
1847,153306.4
1848,63308.016
1849,114610.125
1850,125947.02
1851,157523.05
1852,139582.56
1853,131711.84
1854,168398.27
1855,148806.05
1856,228510.0
1857,146218.27
1858,137916.84
1859,111718.3
1860,156449.9
1861,111718.3
1862,278137.4
1863,277685.62
1864,277685.62
1865,336810.25
1866,358486.03
1867,238921.31
1868,291637.28
1869,204918.75
1870,230889.92
1871,243350.16
1872,163475.19
1873,250141.17
1874,142893.16
1875,195523.0
1876,190422.11
1877,206326.72
1878,215927.75
1879,135062.48
1880,136275.55
1881,231259.52
1882,256914.66
1883,197503.7
1884,210184.77
1885,246968.5
1886,306914.66
1887,201531.52
1888,264547.06
1889,157193.67
1890,133350.27
1891,145225.44
1892,105074.016
1893,131723.3
1894,129960.05
1895,133669.98
1896,123871.26
1897,103436.766
1898,119444.875
1899,159552.03
1900,159368.77
1901,181910.5
1902,142063.64
1903,235592.23
1904,156638.66
1905,201344.12
1906,164224.47
1907,203974.34
1908,115016.805
1909,144306.7
1910,130161.96
1911,210764.39
1912,331529.88
1913,151333.97
1914,69943.67
1915,315445.4
1916,77554.445
1917,254112.14
1918,136924.66
1919,173855.7
1920,150791.94
1921,423183.94
1922,331293.3
1923,212767.36
1924,235337.53
1925,199526.45
1926,395562.53
1927,135823.78
1928,152220.7
1929,119209.055
1930,129316.766
1931,141173.44
1932,138833.83
1933,173549.98
1934,175770.53
1935,164719.84
1936,181306.92
1937,187360.16
1938,178709.5
1939,272632.12
1940,177610.9
1941,175246.77
1942,195184.95
1943,213608.4
1944,359882.56
1945,392859.66
1946,165217.77
1947,339691.66
1948,181797.27
1949,258617.94
1950,173077.19
1951,248294.67
1952,237308.78
1953,168878.47
1954,180959.42
1955,133223.34
1956,258623.56
1957,151436.38
1958,299875.56
1959,141644.4
1960,119295.234
1961,116746.73
1962,93239.75
1963,98703.414
1964,106884.83
1965,156142.36
1966,155931.02
1967,286200.75
1968,430343.22
1969,405321.56
1970,433926.4
1971,470757.84
1972,372511.03
1973,261957.31
1974,313318.44
1975,480969.78
1976,254694.9
1977,381828.16
1978,388577.44
1979,369391.84
1980,195207.6
1981,337537.88
1982,208013.03
1983,196152.83
1984,168674.53
1985,217400.4
1986,212319.7
1987,183139.14
1988,176741.38
1989,193731.6
1990,212094.56
1991,220020.97
1992,206090.02
1993,170551.81
1994,235822.66
1995,179976.53
1996,244725.67
1997,323215.25
1998,335413.44
1999,250977.83
2000,312952.62
2001,250529.48
2002,249353.05
2003,256184.8
2004,247125.89
2005,221677.47
2006,220285.81
2007,241808.64
2008,208815.25
2009,191279.38
2010,194859.61
2011,156661.62
2012,170634.98
2013,180229.11
2014,190526.89
2015,205808.55
2016,192291.75
2017,202887.08
2018,125171.016
2019,130789.61
2020,112058.734
2021,109665.59
2022,172420.6
2023,138156.25
2024,226348.98
2025,352080.47
2026,181469.4
2027,149308.1
2028,152232.94
2029,164867.98
2030,289587.03
2031,207707.5
2032,236331.94
2033,261116.33
2034,166984.0
2035,196895.22
2036,197742.17
2037,197742.17
2038,296041.94
2039,226457.08
2040,367737.78
2041,277063.56
2042,199411.0
2043,165193.06
2044,176732.69
2045,229852.5
2046,142173.14
2047,145598.75
2048,137926.88
2049,137179.2
2050,186762.64
2051,113888.03
2052,136153.9
2053,146027.31
2054,94135.336
2055,161974.47
2056,139608.94
2057,119991.59
2058,228287.4
2059,131732.86
2060,171379.06
2061,176443.88
2062,131746.02
2063,116699.05
2064,139668.33
2065,118639.484
2066,170955.06
2067,107537.29
2068,136633.7
2069,94119.43
2070,117918.23
2071,92042.64
2072,140408.5
2073,134953.89
2074,172884.39
2075,151807.81
2076,120580.85
2077,154468.38
2078,128722.38
2079,134464.6
2080,118659.74
2081,124162.37
2082,117366.164
2083,145229.08
2084,110884.34
2085,123754.8
2086,127214.61
2087,125002.43
2088,96751.71
2089,75528.664
2090,130978.9
2091,125874.664
2092,123465.414
2093,129095.61
2094,131389.55
2095,152506.64
2096,85725.71
2097,94648.15
2098,136506.06
2099,71046.49
2100,92843.46
2101,124097.34
2102,133645.47
2103,104076.32
2104,129343.875
2105,122005.375
2106,74331.555
2107,239719.34
2108,118460.78
2109,116641.59
2110,133154.06
2111,145231.17
2112,136900.78
2113,115572.11
2114,112521.26
2115,161804.77
2116,125891.74
2117,140976.97
2118,116304.7
2119,98185.94
2120,128096.77
2121,84606.27
2122,107248.68
2123,86745.86
2124,170586.3
2125,120124.66
2126,141845.1
2127,154090.22
2128,125370.13
2129,105321.32
2130,130302.914
2131,164665.86
2132,127132.03
2133,125250.164
2134,118690.24
2135,108747.695
2136,74455.98
2137,111596.555
2138,134367.69
2139,155409.5
2140,139666.73
2141,148261.67
2142,129521.836
2143,143544.38
2144,127901.36
2145,139000.4
2146,174952.14
2147,128892.99
2148,132720.92
2149,135846.66
2150,230894.03
2151,124194.54
2152,183517.06
2153,169665.3
2154,110463.49
2155,134414.7
2156,263278.97
2157,231906.48
2158,247588.31
2159,199103.64
2160,173714.9
2161,241197.69
2162,359913.4
2163,353477.47
2164,238630.62
2165,173960.5
2166,144985.06
2167,218603.3
2168,200470.97
2169,189673.47
2170,223833.47
2171,144774.48
2172,134666.86
2173,164998.64
2174,244233.48
2175,285136.56
2176,319155.9
2177,249034.95
2178,191299.17
2179,144159.77
2180,185347.02
2181,191805.67
2182,226232.25
2183,197034.5
2184,127473.34
2185,118873.09
2186,149029.97
2187,157896.44
2188,163059.45
2189,243239.97
2190,84595.445
2191,88808.68
2192,96955.78
2193,115518.695
2194,101760.805
2195,112894.67
2196,101050.73
2197,123875.59
2198,155367.92
2199,177336.92
2200,146439.8
2201,144420.23
2202,206934.08
2203,155122.38
2204,181070.38
2205,122861.74
2206,146832.33
2207,205501.73
2208,249916.98
2209,196137.55
2210,126179.586
2211,119906.8
2212,112259.266
2213,106548.4
2214,124241.39
2215,110489.805
2216,144593.9
2217,98071.14
2218,60008.234
2219,75655.31
2220,77237.836
2221,315445.4
2222,268191.66
2223,297405.25
2224,205204.58
2225,114987.09
2226,185266.1
2227,200643.53
2228,266822.94
2229,228945.16
2230,140542.56
2231,206169.39
2232,169367.3
2233,181836.61
2234,229939.22
2235,209470.84
2236,281299.22
2237,343359.2
2238,194693.84
2239,124994.305
2240,159518.47
2241,156105.56
2242,129238.31
2243,118465.16
2244,115665.53
2245,111407.56
2246,146956.61
2247,112886.92
2248,124522.52
2249,125091.95
2250,143191.73
2251,117006.58
2252,174807.31
2253,144252.34
2254,159632.3
2255,184134.98
2256,176438.48
2257,209625.31
2258,164650.02
2259,178827.23
2260,169032.03
2261,193114.22
2262,202394.64
2263,361863.03
2264,449881.62
2265,181395.45
2266,305502.88
2267,374028.5
2268,413235.56
2269,152937.1
2270,183644.53
2271,227491.77
2272,200069.14
2273,170495.36
2274,170059.48
2275,169575.05
2276,195438.12
2277,179021.06
2278,147442.95
2279,130503.125
2280,130857.14
2281,170811.12
2282,190850.47
2283,105652.18
2284,106367.92
2285,153170.75
2286,125674.55
2287,365510.5
2288,263903.72
2289,382345.6
2290,451501.06
2291,316118.5
2292,425300.3
2293,449974.88
2294,407861.62
2295,429904.7
2296,310759.12
2297,304835.16
2298,343578.72
2299,405219.53
2300,336021.56
2301,249225.36
2302,232141.88
2303,267160.88
2304,236507.66
2305,185195.39
2306,182766.98
2307,192810.77
2308,236827.34
2309,274373.5
2310,198581.23
2311,197295.94
2312,174537.86
2313,177412.28
2314,182040.06
2315,170581.77
2316,177675.81
2317,188463.7
2318,170238.62
2319,178354.42
2320,184614.45
2321,237888.81
2322,176915.64
2323,183901.5
2324,171961.25
2325,221068.5
2326,162268.44
2327,210275.39
2328,220311.98
2329,185531.64
2330,175203.9
2331,368308.12
2332,402194.0
2333,343497.88
2334,258171.19
2335,270702.2
2336,341709.22
2337,192403.05
2338,269571.62
2339,232749.53
2340,394022.62
2341,226773.62
2342,245036.8
2343,222076.55
2344,227140.17
